Location,Variable,Date,Actual,Day0,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9
KATL,MaxPoP,2016-07-18,35,38,50,58,58,55,53,32,24,38,58
KATL,MaxPoP,2016-07-19,24,36,17,18,15,54,58,38,30,51,56
KATL,MaxPoP,2016-07-20,24,39,14,41,5,15,58,38,24,44,39
KATL,MaxPoP,2016-07-21,42,53,24,15,32,52,15,35,44,17,41
KATL,MaxPoP,2016-07-22,23,15,35,31,23,35,53,15,17,14,19
KATL,MaxPoP,2016-07-23,41,21,15,19,46,49,50,50,12,20,36
KATL,MaxPoP,2016-07-24,15,22,24,40,58,54,36,43,55,7,58
KATL,MaxPoP,2016-07-25,15,19,24,42,58,24,56,58,55,58,17
KATL,MaxPoP,2016-07-26,6,7,15,31,15,58,19,58,58,42,47
KATL,MaxPoP,2016-07-27,15,15,15,24,23,13,58,44,51,58,39
KATL,MaxPoP,2016-07-28,15,15,7,17,15,24,24,58,51,57,56
KATL,MaxPoP,2016-07-29,15,36,45,6,14,24,15,58,58,14,56
KATL,MaxPoP,2016-07-30,38,24,18,38,18,15,24,43,58,49,14
KATL,MaxPoP,2016-07-31,36,35,55,35,58,52,58,18,56,58,58
KATL,MaxPoP,2016-08-01,36,65,64,43,58,58,58,58,33,58,39
KATL,MaxPoP,2016-08-02,91,41,31,38,35,32,17,56,55,52,42
KATL,MaxPoP,2016-08-03,15,24,24,37,39,34,58,19,58,21,58
KATL,MaxPoP,2016-08-04,50,44,65,41,58,58,54,58,23,24,43
KATL,MaxPoP,2016-08-05,24,34,41,42,58,52,58,57,56,54,37
KATL,MaxPoP,2016-08-06,15,15,22,17,58,37,24,54,42,40,18
KATL,MaxPoP,2016-08-07,31,78,58,31,58,19,30,48,58,43,58
KATL,MaxPoP,2016-08-08,74,43,60,58,58,58,56,58,47,24,36
KATL,MaxPoP,2016-08-09,49,52,61,55,58,58,49,34,51,44,58
KATL,MaxPoP,2016-08-10,45,46,73,82,76,58,55,58,58,58,58
KATL,MaxPoP,2016-08-11,15,15,24,34,71,85,58,58,58,52,56
KATL,MaxPoP,2016-08-12,19,24,24,15,48,79,80,58,58,50,53
KATL,MaxPoP,2016-08-13,15,15,41,18,15,51,60,71,58,58,43
KATL,MaxPoP,2016-08-14,15,21,33,15,24,23,40,65,64,58,57
KATL,MaxPoP,2016-08-15,24,64,57,50,24,12,24,38,58,60,58
KATL,MaxPoP,2016-08-16,46,24,49,49,31,58,32,13,47,39,60
