Location,Variable,Date,Actual,Day0,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9
KCMI,MaxPoP,2017-01-31,6,6,6,6,13,8,11,7,15,9,24
KCMI,MaxPoP,2017-02-01,74,24,15,15,3,5,24,8,9,16,14
KCMI,MaxPoP,2017-02-02,1,1,3,2,0,3,3,5,9,9,5
KCMI,MaxPoP,2017-02-03,1,2,1,0,2,0,0,5,11,55,50
KCMI,MaxPoP,2017-02-04,2,2,2,3,46,56,20,6,17,57,58
KCMI,MaxPoP,2017-02-05,6,7,8,7,6,33,44,41,24,24,58
KCMI,MaxPoP,2017-02-06,98,92,97,97,94,85,56,41,3,24,17
KCMI,MaxPoP,2017-02-07,97,95,88,94,89,79,71,73,58,15,38
KCMI,MaxPoP,2017-02-08,94,79,55,54,9,23,31,74,44,35,24
KCMI,MaxPoP,2017-02-09,5,5,4,4,4,3,3,10,1,3,21
KCMI,MaxPoP,2017-02-10,7,7,6,5,5,3,2,2,4,4,8
KCMI,MaxPoP,2017-02-11,82,67,60,50,54,46,54,58,58,58,24
KCMI,MaxPoP,2017-02-12,24,6,24,54,24,76,35,21,54,24,54
KCMI,MaxPoP,2017-02-13,6,5,6,4,2,3,12,11,4,8,7
KCMI,MaxPoP,2017-02-14,5,6,6,4,4,4,12,17,5,3,3
KCMI,MaxPoP,2017-02-15,4,3,4,3,4,4,4,9,15,58,5
KCMI,MaxPoP,2017-02-16,4,6,6,4,3,3,2,7,9,5,41
KCMI,MaxPoP,2017-02-17,1,6,7,7,6,7,5,5,6,10,12
KCMI,MaxPoP,2017-02-18,9,9,8,8,8,24,8,7,6,7,14
KCMI,MaxPoP,2017-02-19,9,24,16,8,9,9,9,8,8,14,7
KCMI,MaxPoP,2017-02-20,17,35,54,21,11,17,50,33,58,58,48
KCMI,MaxPoP,2017-02-21,65,45,69,59,55,36,32,32,58,58,58
KCMI,MaxPoP,2017-02-22,7,19,12,10,9,23,37,18,24,58,43
KCMI,MaxPoP,2017-02-23,31,45,46,64,51,61,31,24,24,24,21
KCMI,MaxPoP,2017-02-24,46,69,54,80,63,50,74,58,58,58,58
KCMI,MaxPoP,2017-02-25,53,11,24,16,6,10,3,7,24,16,16
KCMI,MaxPoP,2017-02-26,2,6,7,24,42,24,38,57,33,34,9
KCMI,MaxPoP,2017-02-27,41,36,54,48,48,42,47,69,53,42,50
KCMI,MaxPoP,2017-02-28,58,61,94,93,48,48,58,71,58,58,58
KCMI,MaxPoP,2017-03-01,92,99,57,62,87,24,43,58,58,58,49
KCMI,MaxPoP,2017-03-02,15,44,17,36,34,18,21,22,9,8,18
KCMI,MaxPoP,2017-03-03,15,1,3,7,15,3,15,3,3,4,24
KCMI,MaxPoP,2017-03-04,15,15,6,4,44,2,2,1,6,6,24
KCMI,MaxPoP,2017-03-05,18,20,8,23,7,6,21,24,38,24,19
KCMI,MaxPoP,2017-03-06,56,83,93,58,58,47,40,46,58,17,21
KCMI,MaxPoP,2017-03-07,94,64,89,54,58,58,58,24,20,5,23
KCMI,MaxPoP,2017-03-08,3,3,2,1,0,1,1,21,18,5,2
KCMI,MaxPoP,2017-03-09,19,15,24,5,21,3,2,5,58,3,24
KCMI,MaxPoP,2017-03-10,3,3,4,3,3,15,58,57,19,55,16
KCMI,MaxPoP,2017-03-11,32,32,1,6,37,89,58,58,34,58,21
KCMI,MaxPoP,2017-03-12,1,0,1,0,2,1,11,24,58,55,48
KCMI,MaxPoP,2017-03-13,92,90,78,55,54,78,45,37,34,58,58
KCMI,MaxPoP,2017-03-14,30,24,23,24,15,24,12,13,13,58,36
KCMI,MaxPoP,2017-03-15,15,15,5,4,3,3,6,10,16,20,24
KCMI,MaxPoP,2017-03-16,30,19,43,24,4,18,19,18,23,57,59
KCMI,MaxPoP,2017-03-17,90,54,50,70,80,72,48,34,57,58,37
KCMI,MaxPoP,2017-03-18,7,6,7,6,4,4,16,14,24,58,23
KCMI,MaxPoP,2017-03-19,34,6,31,24,33,19,21,16,8,47,38
KCMI,MaxPoP,2017-03-20,46,37,48,48,48,48,49,30,22,23,23
KCMI,MaxPoP,2017-03-21,42,21,47,54,11,5,24,42,24,24,44
KCMI,MaxPoP,2017-03-22,4,4,4,3,4,3,3,23,12,58,41
KCMI,MaxPoP,2017-03-23,15,15,19,24,43,58,43,58,58,58,58
KCMI,MaxPoP,2017-03-24,44,24,24,34,22,37,32,58,58,58,58
KCMI,MaxPoP,2017-03-25,59,75,86,89,82,89,83,58,58,35,39
KCMI,MaxPoP,2017-03-26,45,42,77,69,51,58,60,15,44,37,44
KCMI,MaxPoP,2017-03-27,73,80,75,58,84,58,77,44,31,23,55
KCMI,MaxPoP,2017-03-28,20,15,8,8,42,15,24,35,44,43,50
KCMI,MaxPoP,2017-03-29,65,46,39,44,8,44,9,33,20,58,58
KCMI,MaxPoP,2017-03-30,96,89,95,93,87,63,58,21,58,31,58
KCMI,MaxPoP,2017-03-31,14,50,63,39,56,70,58,58,58,58,58
KCMI,MaxPoP,2017-04-01,8,7,8,7,7,14,11,11,15,24,45
KCMI,MaxPoP,2017-04-02,nan,nan,24,37,78,34,8,58,24,58,58
KCMI,MaxPoP,2017-04-03,nan,nan,nan,89,91,78,80,68,58,58,58
KCMI,MaxPoP,2017-04-04,nan,nan,nan,nan,34,58,20,62,58,58,58
KCMI,MaxPoP,2017-04-05,nan,nan,nan,nan,nan,58,58,58,56,44,24
KCMI,MaxPoP,2017-04-06,nan,nan,nan,nan,nan,nan,58,58,58,24,58
KCMI,MaxPoP,2017-04-07,nan,nan,nan,nan,nan,nan,nan,58,37,11,52
KCMI,MaxPoP,2017-04-08,nan,nan,nan,nan,nan,nan,nan,nan,5,8,58
KCMI,MaxPoP,2017-04-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,48
KCMI,MaxPoP,2017-04-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56
