Location,Variable,Date,Actual,Day0,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9
KCMI,MaxPoP,2016-09-19,0,6,37,41,10,7,12,9,8,8,32
KCMI,MaxPoP,2016-09-20,4,18,9,54,43,19,8,15,16,11,44
KCMI,MaxPoP,2016-09-21,4,6,7,9,9,6,9,13,23,18,58
KCMI,MaxPoP,2016-09-22,5,6,6,6,6,16,18,24,24,32,38
KCMI,MaxPoP,2016-09-23,6,6,7,7,7,7,4,23,42,24,38
KCMI,MaxPoP,2016-09-24,14,11,8,7,6,8,13,17,15,58,54
KCMI,MaxPoP,2016-09-25,35,43,58,56,36,5,7,36,58,58,39
KCMI,MaxPoP,2016-09-26,82,84,54,49,58,33,40,24,58,21,24
KCMI,MaxPoP,2016-09-27,0,3,3,1,3,8,48,46,16,19,31
KCMI,MaxPoP,2016-09-28,45,24,15,6,6,3,11,48,58,16,24
KCMI,MaxPoP,2016-09-29,65,60,48,34,8,9,5,8,22,58,36
KCMI,MaxPoP,2016-09-30,56,81,78,77,58,56,8,5,6,58,34
KCMI,MaxPoP,2016-10-01,18,58,52,24,36,17,48,7,5,6,46
KCMI,MaxPoP,2016-10-02,17,16,18,15,22,31,31,54,7,4,9
KCMI,MaxPoP,2016-10-03,0,12,11,9,9,8,8,8,24,7,7
KCMI,MaxPoP,2016-10-04,0,6,14,9,5,8,7,7,6,9,13
KCMI,MaxPoP,2016-10-05,41,38,39,41,36,16,58,58,60,46,12
KCMI,MaxPoP,2016-10-06,15,24,22,37,44,24,58,55,30,60,60
KCMI,MaxPoP,2016-10-07,15,24,15,32,21,32,46,19,12,37,9
KCMI,MaxPoP,2016-10-08,0,2,4,2,15,24,11,17,12,4,10
KCMI,MaxPoP,2016-10-09,0,4,7,4,4,6,3,4,13,5,6
KCMI,MaxPoP,2016-10-10,1,8,5,5,4,5,14,6,7,5,13
KCMI,MaxPoP,2016-10-11,15,15,5,3,4,4,3,48,24,10,24
KCMI,MaxPoP,2016-10-12,90,95,92,90,58,58,23,5,24,5,31
KCMI,MaxPoP,2016-10-13,15,4,6,7,12,10,34,34,10,22,5
KCMI,MaxPoP,2016-10-14,6,5,6,6,10,76,58,58,46,55,8
KCMI,MaxPoP,2016-10-15,21,16,16,35,9,24,41,15,18,12,6
KCMI,MaxPoP,2016-10-16,94,72,60,48,42,80,83,72,24,24,48
KCMI,MaxPoP,2016-10-17,8,5,6,5,5,30,21,23,22,30,18
KCMI,MaxPoP,2016-10-18,15,36,16,24,3,3,8,30,58,8,37
KCMI,MaxPoP,2016-10-19,92,37,77,58,58,33,11,55,19,9,5
KCMI,MaxPoP,2016-10-20,97,72,32,42,66,58,24,13,33,19,21
KCMI,MaxPoP,2016-10-21,5,4,5,3,4,4,12,36,21,22,43
KCMI,MaxPoP,2016-10-22,3,5,5,4,4,4,4,12,24,12,14
KCMI,MaxPoP,2016-10-23,5,7,8,7,6,5,24,6,9,24,11
KCMI,MaxPoP,2016-10-24,8,11,15,8,7,8,7,33,5,6,35
KCMI,MaxPoP,2016-10-25,54,19,7,4,5,6,4,13,47,54,6
KCMI,MaxPoP,2016-10-26,81,83,83,89,58,88,58,52,58,58,36
KCMI,MaxPoP,2016-10-27,4,12,15,24,18,24,38,44,47,31,58
KCMI,MaxPoP,2016-10-28,9,9,9,8,7,35,6,13,31,58,58
KCMI,MaxPoP,2016-10-29,0,6,7,14,5,5,24,58,18,24,31
KCMI,MaxPoP,2016-10-30,18,13,23,7,13,24,9,31,15,12,24
KCMI,MaxPoP,2016-10-31,7,8,15,7,9,8,7,8,4,17,20
KCMI,MaxPoP,2016-11-01,3,5,8,7,5,24,3,10,11,6,17
KCMI,MaxPoP,2016-11-02,82,94,99,96,58,58,18,41,22,16,6
KCMI,MaxPoP,2016-11-03,24,16,77,88,90,58,58,33,42,16,24
KCMI,MaxPoP,2016-11-04,14,8,9,9,8,7,12,24,18,10,46
KCMI,MaxPoP,2016-11-05,5,5,6,6,5,7,7,10,19,9,21
KCMI,MaxPoP,2016-11-06,4,15,5,6,5,6,7,5,10,6,13
KCMI,MaxPoP,2016-11-07,15,7,6,6,6,6,6,4,5,12,7
KCMI,MaxPoP,2016-11-08,88,89,72,36,16,6,50,24,17,42,8
KCMI,MaxPoP,2016-11-09,7,5,7,17,7,7,8,21,16,15,16
KCMI,MaxPoP,2016-11-10,6,4,6,5,7,2,2,8,10,10,14
KCMI,MaxPoP,2016-11-11,5,5,7,6,6,5,4,4,6,16,54
KCMI,MaxPoP,2016-11-12,8,4,7,6,6,5,5,5,5,14,14
KCMI,MaxPoP,2016-11-13,5,3,5,4,3,3,3,3,9,4,6
KCMI,MaxPoP,2016-11-14,3,8,8,8,16,15,11,24,19,2,5
KCMI,MaxPoP,2016-11-15,8,7,9,11,9,30,16,38,56,16,5
KCMI,MaxPoP,2016-11-16,6,nan,9,7,8,6,8,46,9,32,13
KCMI,MaxPoP,2016-11-17,6,5,nan,6,6,2,5,7,7,10,19
KCMI,MaxPoP,2016-11-18,93,92,66,nan,38,60,37,38,19,54,50
KCMI,MaxPoP,2016-11-19,1,1,2,7,nan,2,24,24,22,16,47
KCMI,MaxPoP,2016-11-20,2,1,2,2,1,nan,1,2,2,11,18
KCMI,MaxPoP,2016-11-21,3,1,2,2,2,3,nan,3,4,4,12
KCMI,MaxPoP,2016-11-22,95,79,97,92,87,66,41,nan,58,45,3
KCMI,MaxPoP,2016-11-23,98,93,94,67,92,87,59,72,nan,58,51
KCMI,MaxPoP,2016-11-24,11,6,24,8,7,7,5,6,20,nan,48
KCMI,MaxPoP,2016-11-25,14,7,14,9,33,58,50,7,22,46,nan
KCMI,MaxPoP,2016-11-26,13,15,9,8,9,8,7,20,16,35,24
KCMI,MaxPoP,2016-11-27,83,74,39,17,68,41,77,24,58,58,50
KCMI,MaxPoP,2016-11-28,98,97,100,99,99,94,83,46,30,24,40
KCMI,MaxPoP,2016-11-29,17,39,7,80,33,94,84,37,33,58,58
KCMI,MaxPoP,2016-11-30,3,5,16,8,17,18,35,12,54,23,58
KCMI,MaxPoP,2016-12-01,5,6,5,5,3,5,5,18,3,17,58
KCMI,MaxPoP,2016-12-02,6,6,7,6,7,5,4,7,11,14,6
KCMI,MaxPoP,2016-12-03,7,7,8,5,18,5,20,6,6,19,37
KCMI,MaxPoP,2016-12-04,99,97,89,57,58,76,70,46,8,17,24
KCMI,MaxPoP,2016-12-05,15,10,9,19,93,24,18,44,7,19,15
KCMI,MaxPoP,2016-12-06,24,24,42,68,54,93,83,70,31,23,58
KCMI,MaxPoP,2016-12-07,3,2,7,23,47,52,58,58,58,58,24
KCMI,MaxPoP,2016-12-08,46,4,2,2,24,24,48,10,58,36,58
KCMI,MaxPoP,2016-12-09,57,54,12,4,4,4,1,2,1,6,6
KCMI,MaxPoP,2016-12-10,32,6,4,24,19,24,6,58,13,24,17
KCMI,MaxPoP,2016-12-11,94,82,89,98,90,72,39,37,58,23,58
KCMI,MaxPoP,2016-12-12,14,6,9,21,65,84,62,60,58,15,46
KCMI,MaxPoP,2016-12-13,51,48,31,7,8,31,57,41,21,21,31
KCMI,MaxPoP,2016-12-14,2,2,2,1,33,40,30,12,24,14,41
KCMI,MaxPoP,2016-12-15,2,2,1,0,0,1,6,47,11,37,33
KCMI,MaxPoP,2016-12-16,34,24,49,39,75,58,58,58,58,58,58
KCMI,MaxPoP,2016-12-17,52,54,75,71,79,73,58,58,58,51,58
KCMI,MaxPoP,2016-12-18,74,37,35,22,15,52,11,17,34,24,47
KCMI,MaxPoP,2016-12-19,5,5,4,3,1,1,1,7,11,13,52
KCMI,MaxPoP,2016-12-20,6,5,4,3,3,1,0,1,22,19,24
KCMI,MaxPoP,2016-12-21,6,7,6,4,3,3,12,13,58,46,58
KCMI,MaxPoP,2016-12-22,9,12,16,8,7,17,15,44,21,37,40
KCMI,MaxPoP,2016-12-23,62,76,69,74,24,38,8,7,7,20,34
KCMI,MaxPoP,2016-12-24,14,19,24,15,58,69,16,58,35,52,30
KCMI,MaxPoP,2016-12-25,51,75,71,49,66,84,82,58,36,38,57
KCMI,MaxPoP,2016-12-26,99,99,97,98,99,74,62,71,20,31,58
KCMI,MaxPoP,2016-12-27,2,6,4,5,3,13,4,4,3,19,46
KCMI,MaxPoP,2016-12-28,7,7,6,8,17,55,51,69,45,21,47
KCMI,MaxPoP,2016-12-29,9,9,5,5,4,6,10,17,24,53,58
KCMI,MaxPoP,2016-12-30,4,3,4,2,1,2,1,1,1,8,7
KCMI,MaxPoP,2016-12-31,7,6,12,7,13,24,20,58,24,24,4
KCMI,MaxPoP,2017-01-01,1,8,9,11,58,54,57,55,58,22,40
KCMI,MaxPoP,2017-01-02,62,48,60,77,86,58,80,70,47,30,17
KCMI,MaxPoP,2017-01-03,88,81,68,31,30,24,19,24,24,23,24
KCMI,MaxPoP,2017-01-04,0,1,2,4,1,1,5,14,15,24,23
KCMI,MaxPoP,2017-01-05,62,43,49,15,12,1,14,22,4,5,8
KCMI,MaxPoP,2017-01-06,1,1,2,1,0,18,1,7,24,1,1
KCMI,MaxPoP,2017-01-07,3,5,2,1,1,2,16,5,12,6,22
KCMI,MaxPoP,2017-01-08,5,4,6,1,0,0,0,6,7,2,13
KCMI,MaxPoP,2017-01-09,10,13,31,11,11,13,2,2,10,20,39
KCMI,MaxPoP,2017-01-10,93,85,79,77,81,58,77,68,58,58,53
KCMI,MaxPoP,2017-01-11,92,79,80,88,58,58,24,24,58,58,58
KCMI,MaxPoP,2017-01-12,97,93,94,92,80,58,58,24,15,56,35
KCMI,MaxPoP,2017-01-13,5,18,40,9,12,55,44,58,24,21,48
KCMI,MaxPoP,2017-01-14,78,67,47,47,74,92,68,58,58,58,55
KCMI,MaxPoP,2017-01-15,78,35,42,76,86,23,77,71,58,58,58
KCMI,MaxPoP,2017-01-16,92,94,91,91,95,87,43,50,58,23,58
KCMI,MaxPoP,2017-01-17,55,18,71,52,86,94,84,74,38,36,36
KCMI,MaxPoP,2017-01-18,9,15,17,10,14,14,17,58,38,23,38
KCMI,MaxPoP,2017-01-19,80,83,100,60,69,14,22,21,23,32,21
KCMI,MaxPoP,2017-01-20,97,91,48,90,99,74,30,39,45,39,40
KCMI,MaxPoP,2017-01-21,11,35,52,56,30,37,24,19,58,58,58
KCMI,MaxPoP,2017-01-22,30,22,46,14,57,88,51,72,53,58,50
KCMI,MaxPoP,2017-01-23,8,13,9,22,14,40,70,74,58,58,58
KCMI,MaxPoP,2017-01-24,10,8,19,32,13,76,22,24,17,58,52
KCMI,MaxPoP,2017-01-25,15,24,24,37,24,46,35,22,23,58,36
KCMI,MaxPoP,2017-01-26,24,16,39,32,21,24,13,12,21,31,49
KCMI,MaxPoP,2017-01-27,46,21,18,14,15,5,12,15,24,17,42
KCMI,MaxPoP,2017-01-28,24,18,15,4,15,7,4,4,7,6,23
KCMI,MaxPoP,2017-01-29,51,33,23,40,18,17,18,3,4,17,21
KCMI,MaxPoP,2017-01-30,5,7,7,5,11,5,15,13,4,50,9
