dest_ip,dest_port,highest_layer,length,timestamp
10.0.2.2,55595,SSH,90,1521397341.721844
10.0.2.15,22,SSH,90,1521397341.769305
10.0.2.2,55595,SSH,90,1521397341.769474
10.0.2.15,22,SSH,90,1521397341.865922
10.0.2.2,55595,SSH,90,1521397341.866115
10.0.2.15,22,SSH,90,1521397341.966391
10.0.2.2,55595,SSH,90,1521397341.966577
10.0.2.15,22,SSH,90,1521397342.073317
10.0.2.2,55595,SSH,90,1521397342.073493
10.0.2.15,22,SSH,90,1521397342.233421
10.0.2.2,55595,SSH,90,1521397342.233603
10.0.2.15,22,SSH,90,1521397342.28229
10.0.2.2,55595,SSH,90,1521397342.28251
10.0.2.15,22,SSH,90,1521397342.521459
10.0.2.2,55595,SSH,90,1521397342.521641
10.0.2.15,22,SSH,90,1521397342.745568
10.0.2.2,55595,SSH,90,1521397342.745768
10.0.2.15,22,SSH,90,1521397342.969393
10.0.2.2,55595,SSH,90,1521397342.969569
10.0.2.15,22,SSH,90,1521397343.161478
10.0.2.2,55595,SSH,90,1521397343.161651
10.0.2.15,22,SSH,90,1521397343.385561
10.0.2.2,55595,SSH,90,1521397343.385762
10.0.2.15,22,SSH,90,1521397343.470451
10.0.2.2,55595,SSH,90,1521397343.470619
10.0.2.15,22,SSH,90,1521397343.640797
10.0.2.2,55595,SSH,90,1521397343.641788
10.0.2.2,55595,SSH,98,1521397343.643726
10.0.2.2,55595,SSH,106,1521397343.659091
10.0.2.15,22,SSH,90,1521397344.665341
10.0.2.2,55595,SSH,90,1521397344.665488
10.0.2.2,55595,SSH,122,1521397344.666198
10.0.2.15,22,SSH,90,1521397345.144884
10.0.2.2,55595,SSH,90,1521397345.1451
10.0.2.15,22,SSH,90,1521397345.321045
10.0.2.2,55595,SSH,98,1521397345.321377
10.0.2.15,22,SSH,90,1521397346.040957
10.0.2.2,55595,SSH,114,1521397346.041195
10.0.2.15,22,SSH,90,1521397346.568889
10.0.2.2,55595,SSH,98,1521397346.569124
